city,neighbourhood,listing_count,mean_price,median_price,iqr,cv
austin,78701,883,243.88448471121177,212.0,125.0,0.6127945170951384
austin,78702,1190,216.7218487394958,146.0,148.75,0.9033720323898664
austin,78703,451,231.66740576496673,161.0,160.5,0.9243131076046139
austin,78704,1459,235.05346127484577,149.0,177.5,0.9521807341408912
austin,78705,352,130.10511363636363,91.5,65.25,1.1004721004282725
austin,78717,41,184.97560975609755,137.0,162.0,0.9690408245693597
austin,78719,16,94.125,67.0,49.0,0.6019180677072066
austin,78721,304,176.52631578947367,125.5,131.0,0.8520600966459674
austin,78722,168,173.20833333333334,131.0,98.75,0.7469529218322106
austin,78723,356,148.01404494382024,112.0,110.0,0.8050495083696909
austin,78724,169,127.50887573964496,100.0,98.0,0.8019679019116126
austin,78725,68,132.35294117647058,119.0,115.5,0.6003408797659767
austin,78726,9,156.88888888888889,89.0,186.0,0.7017807014776618
austin,78727,129,129.49612403100775,96.0,87.0,1.176525334586889
austin,78728,81,107.58024691358025,104.0,78.0,0.5046972667847024
austin,78729,132,151.28787878787878,112.5,99.75,0.9539353426261211
austin,78730,29,424.9310344827586,349.0,478.0,0.8313675308839142
austin,78731,82,265.6707317073171,142.0,202.25,1.0141583469216386
austin,78732,43,315.6046511627907,204.0,220.0,0.8650781474792374
austin,78733,61,338.1803278688525,247.0,186.0,0.9203740263350735
austin,78734,291,307.87972508591065,220.0,232.0,0.8545939441032978
austin,78735,48,144.64583333333334,83.5,56.5,1.2177696696782525
austin,78736,43,196.1627906976744,150.0,129.0,0.7384960360594112
austin,78737,140,251.47857142857143,168.0,199.25,0.8736159237694195
austin,78738,38,175.92105263157896,148.5,113.25,0.5118907047643236
austin,78739,18,224.94444444444446,127.5,161.0,1.0696326589658935
austin,78741,558,156.55376344086022,103.0,85.0,1.0047865993247986
austin,78742,5,172.6,92.0,193.0,0.7459947220578657
austin,78744,360,142.95277777777778,98.0,98.0,1.0926095267569007
austin,78745,597,161.6214405360134,122.0,100.0,0.8783758693743827
austin,78746,150,405.04,318.5,458.0,0.8071896989448291
austin,78747,88,154.73863636363637,119.5,153.5,0.8820616738157093
austin,78748,149,153.2214765100671,127.0,99.0,0.843904984853619
austin,78749,94,173.86170212765958,145.0,131.0,0.729263815403276
austin,78750,42,169.8095238095238,106.0,85.25,1.0351057204844696
austin,78751,329,102.57446808510639,83.0,70.0,0.8992286650222934
austin,78752,197,126.06091370558376,90.0,80.0,1.041707294205949
austin,78753,198,113.98989898989899,88.0,65.75,0.7736077756783075
austin,78754,130,135.69230769230768,121.5,126.25,0.848823745927714
austin,78756,144,134.48611111111111,104.0,85.5,0.8549642148330111
austin,78757,201,145.13432835820896,107.0,91.0,0.7789949497699507
austin,78758,350,130.27428571428572,111.0,72.5,0.596388244956007
austin,78759,124,153.69354838709677,105.5,90.0,0.9158892193792157
